Code,Bin
ALB,4
DZA,2
AGO,4
BGD,4
BEN,2
BDI,3
KHM,4
CMR,3
CAF,2
TCD,4
CHN,2
CIV,2
COD,5
EGY,4
ETH,5
GAB,3
GHA,2
GRC,2
GIN,3
IND,7
IDN,4
IRN,2
IRQ,3
LAO,3
LBR,2
MDG,1
MYS,2
MLI,3
MDA,1
MMR,2
NAM,2
NPL,2
NER,3
NGA,7
PRK,2
PAK,6
PHL,4
RUS,2
SEN,1
SRB,3
SDN,3
TZA,2
THA,1
TGO,2
TUR,3
TKM,2
UGA,4
UKR,1
VNM,2
OWID_WRL,9
YEM,2
ZWE,1
