Code,Bin
AFG,3
AGO,2
BGD,6
BEN,2
BTN,2
BFA,2
CMR,3
CAF,2
TCD,2
CIV,3
COD,2
EGY,3
ETH,3
GHA,4
GIN,2
IND,9
IDN,3
IRN,2
IRQ,3
KEN,4
LSO,2
MDG,2
MWI,2
MLI,2
MOZ,2
MMR,3
NAM,2
NPL,3
NER,2
NGA,6
PAK,6
RWA,2
SAU,1
SEN,2
SLE,2
SOM,2
ZAF,4
SDN,3
TZA,3
THA,3
TGO,2
TUR,3
UGA,3
OWID_WRL,9
YEM,3
ZMB,2
ZWE,3
