Code,Bin
AFG,1
BEN,1
BFA,2
CMR,1
CAF,1
TCD,2
CIV,1
EGY,1
GHA,2
IND,3
LBN,1
NER,2
NGA,3
PAK,3
TGO,1
OWID_WRL,7
