Code,Bin
DZA,2
AGO,3
ARM,2
AZE,3
BGD,6
BLR,2
BEN,3
BFA,2
BDI,3
KHM,6
CMR,2
CAF,3
CHN,5
CIV,2
COD,4
EGY,4
ERI,3
ETH,3
GHA,3
GRC,1
GIN,3
IND,9
IDN,2
IRN,4
IRQ,3
JOR,2
KAZ,2
KEN,4
LAO,2
LBN,2
LBR,2
MDG,2
MLI,3
MRT,2
MMR,3
NAM,2
NPL,2
NER,3
NGA,6
PAK,6
PNG,2
PHL,2
ROU,2
RUS,2
SAU,2
SEN,2
SRB,1
SLE,2
SDN,3
SYR,2
TJK,3
TZA,2
THA,1
TGO,2
TUR,3
TKM,2
UGA,6
UKR,2
UZB,4
VNM,4
OWID_WRL,9
YEM,5
ZMB,2
ZWE,2
