Code,Bin
AFG,2
AGO,2
BEN,1
BFA,1
CAF,1
TCD,2
CIV,1
COD,2
ETH,1
GHA,1
IND,4
MLI,1
NPL,1
NER,2
NGA,4
PAK,3
SOM,1
SDN,2
TGO,1
OWID_WRL,5
