Code,Bin
AFG,2
BEN,1
BFA,1
CMR,1
COG,1
COD,2
ERI,1
ETH,2
GIN,2
GNB,1
LBR,1
MDG,2
MWI,1
MOZ,1
NER,2
NGA,4
PAK,1
SEN,2
SLE,1
SOM,1
SSD,2
TJK,2
UKR,1
OWID_WRL,6
YEM,2
