Code,Bin
AFG,3
AGO,1
BEN,1
BFA,3
CMR,2
CAF,1
TCD,3
COG,1
CIV,3
COD,3
ETH,2
GHA,2
GIN,2
MDG,1
MYS,1
MLI,3
NER,2
NGA,1
PAK,3
PHL,1
SLE,2
SOM,2
SSD,2
SDN,2
TJK,1
TGO,2
OWID_WRL,7
YEM,2
