Code,Bin
AFG,2
AGO,1
BGD,2
KHM,1
CMR,1
TCD,1
COD,2
ETH,2
IND,4
IDN,1
KEN,1
MMR,1
NAM,2
NPL,1
NER,2
NGA,5
PAK,2
SOM,2
OWID_WRL,8
YEM,1
