Code,Bin
AFG,3
DZA,3
BGD,6
BEL,2
BEN,3
BOL,2
BWA,1
BRA,3
BGR,1
BFA,3
BDI,3
KHM,5
CMR,3
CAF,3
CHN,7
COL,2
CIV,3
COD,3
DJI,2
ECU,2
EGY,6
SWZ,1
ETH,4
FRA,2
GAB,2
GMB,2
DEU,1
GHA,4
GTM,2
GIN,4
HTI,2
HND,1
IND,9
IDN,6
IRN,2
IRQ,2
KEN,8
LAO,4
LBR,2
LBY,2
MDG,3
MWI,2
MLI,5
MRT,3
MEX,3
MAR,2
MMR,3
NAM,1
NPL,3
NER,3
NGA,6
OMN,2
PAK,7
PNG,3
PER,3
PHL,4
ROU,2
RWA,2
SAU,2
SEN,2
SRB,2
SLE,4
SOM,5
ZAF,2
ESP,1
LKA,2
SDN,3
SYR,2
TZA,2
THA,3
TGO,2
TUR,2
UGA,2
VEN,3
VNM,6
OWID_WRL,10
YEM,6
ZMB,3
ZWE,1
