Code,Bin
AFG,3
DZA,2
BGD,6
BEN,4
BFA,3
BDI,2
KHM,3
CMR,3
CAF,3
CHN,7
COL,2
CIV,3
DJI,2
ECU,1
EGY,6
ETH,4
GAB,2
GMB,1
DEU,2
GHA,3
GRC,1
GTM,2
GIN,5
GNB,2
IND,9
IDN,6
IRN,3
IRQ,3
KEN,8
LAO,3
LBN,2
LBY,2
MDG,3
MWI,2
MLI,3
MRT,2
MEX,2
MOZ,1
MMR,3
NPL,2
NER,3
NGA,8
PAK,7
PNG,2
PER,2
PHL,4
QAT,1
ROU,2
SAU,2
SEN,2
SRB,2
SLE,3
ZAF,2
LKA,2
SDN,2
SYR,2
TZA,2
THA,2
TGO,3
TUR,3
UGA,3
VNM,7
OWID_WRL,10
ZMB,4
