Code,Bin
AFG,2
AGO,2
TCD,2
COG,4
COD,3
ETH,1
IND,2
KAZ,1
LBR,1
MLI,1
MRT,1
NPL,1
NER,1
NGA,2
PAK,3
RUS,2
SEN,2
SLE,1
SOM,1
TJK,4
TKM,1
UGA,1
OWID_WRL,7
