Code,Bin
DZA,2
AGO,5
ARM,2
AZE,2
BGD,3
BEN,2
BFA,2
BDI,2
KHM,4
CMR,2
CAF,2
TCD,5
CHN,5
CIV,4
CYP,1
COD,7
EGY,3
ERI,2
ETH,5
FRA,1
GAB,2
GHA,3
GIN,3
IND,8
IDN,2
IRN,4
IRQ,3
KAZ,2
KEN,2
LAO,2
MLI,3
MRT,2
MMR,3
NAM,3
NPL,2
NER,3
NGA,6
PRK,2
PAK,6
PHL,3
ROU,2
RUS,5
RWA,1
SAU,2
SEN,1
SRB,2
SDN,3
SYR,2
THA,2
TGO,2
TUR,3
TKM,2
UGA,4
UKR,1
UZB,1
VNM,4
OWID_WRL,9
YEM,3
ZMB,2
ZWE,1
